update,timesteps,mean_ep_return,mean_ep_length,num_episodes,eval_mean_return,loss,pg_loss,v_loss,entropy
43,88064,253.5014999999999,700.0,2,nan,23.88189697265625,-0.023550527170300484,47.837989807128906,1.3547351360321045
44,90112,194.30450000000008,636.5,2,nan,22.508623123168945,-0.010117506608366966,45.062557220458984,1.2537047863006592
45,92160,229.87549999999987,675.3333333333334,3,nan,20.331890106201172,-0.015501433983445168,40.71426773071289,0.9742456674575806
46,94208,216.3155000000001,663.0,2,nan,22.429973602294922,-0.0064785173162817955,44.89665985107422,1.1878459453582764
47,96256,344.4514999999998,771.5,2,nan,22.627666473388672,-0.01574622467160225,45.30752182006836,1.034812569618225
48,98304,270.98525,715.0,2,nan,22.369272232055664,-0.013394217938184738,44.787452697753906,1.1059744358062744
49,100352,313.6015,755.5,2,nan,20.44723129272461,-0.02051679790019989,40.954811096191406,0.9657223224639893
50,102400,332.0685000000002,773.0,2,270.71279999999996,25.551916122436523,-0.009990785270929337,51.14643096923828,1.1308937072753906
51,104448,342.6709999999998,778.5,2,nan,22.604345321655273,-0.003669634461402893,45.23589324951172,0.9931707978248596
52,106496,327.54475,769.5,2,nan,24.28371810913086,-0.027346178889274597,48.641761779785156,0.981726348400116
53,108544,317.0172500000001,761.0,2,nan,20.1879940032959,-0.014734245836734772,40.42092514038086,0.7734214067459106
54,110592,330.04499999999985,771.5,2,nan,24.036840438842773,-0.010843615978956223,48.11328887939453,0.8961226940155029
55,112640,339.1620000000001,773.0,2,nan,20.49831199645996,-0.01032076496630907,41.033634185791016,0.8183726668357849
56,114688,277.22499999999997,719.0,2,nan,21.90047836303711,-0.01815319061279297,43.85398483276367,0.8360471725463867
57,116736,328.60450000000003,766.5,2,nan,22.53955078125,-0.002597033977508545,45.098731994628906,0.7217839956283569
58,118784,290.45750000000015,734.0,2,nan,23.84132957458496,-0.0052385590970516205,47.70954513549805,0.8205312490463257
59,120832,242.45725,681.0,2,nan,23.48639488220215,-0.00797074381262064,47.003902435302734,0.7584800720214844
60,122880,317.3427499999999,759.5,2,nan,25.037389755249023,-0.0020396653562784195,50.09352493286133,0.7333147525787354
61,124928,312.0305000000001,755.0,2,nan,21.029033660888672,0.007024206221103668,42.05584716796875,0.5913705825805664
62,126976,247.34250000000003,687.0,2,nan,20.043943405151367,-0.007337244227528572,40.11421203613281,0.5825864672660828
63,129024,321.1149999999999,765.0,2,nan,23.147918701171875,-0.004017950035631657,46.316123962402344,0.6125679016113281
64,131072,324.75124999999997,766.0,2,nan,20.397254943847656,-0.004338419996201992,40.8143310546875,0.5571227669715881
65,133120,321.22600000000006,761.0,2,nan,23.109298706054688,-0.005328938364982605,46.24141311645508,0.6078532934188843
66,135168,245.48774999999995,690.5,2,nan,25.60062599182129,-0.017457308247685432,51.250770568847656,0.7302911877632141
67,137216,330.3565,772.0,2,nan,22.210512161254883,-0.006189228966832161,44.44529724121094,0.5946847200393677
68,139264,340.0544999999999,777.0,2,nan,24.37494659423828,-0.012427818030118942,48.7877082824707,0.6478796601295471
69,141312,318.8597499999999,760.5,2,nan,21.471820831298828,-0.006347727030515671,42.96701431274414,0.5338774919509888
70,143360,310.4255,738.5,2,nan,26.428464889526367,-0.005572725087404251,52.87855529785156,0.5240984559059143
71,145408,309.74250000000006,754.0,2,nan,20.553646087646484,-0.005423333495855331,41.12652587890625,0.41942527890205383
72,147456,241.1725,685.0,2,nan,21.909597396850586,-0.006484901532530785,43.84163284301758,0.4734879732131958
73,149504,328.91999999999996,767.5,2,nan,22.222810745239258,-0.0013816338032484055,44.45750045776367,0.45570188760757446
74,151552,336.1845000000002,777.5,2,nan,23.897356033325195,-0.017151888459920883,47.83772659301758,0.43557262420654297
75,153600,330.4922500000001,771.0,2,326.77269999999993,24.902849197387695,0.001931954175233841,49.81072998046875,0.4448149800300598
76,155648,333.17299999999994,775.5,2,nan,21.630355834960938,-0.002108941785991192,43.27201843261719,0.3544464111328125
77,157696,325.4262500000001,761.5,2,nan,21.172983169555664,-0.006021443754434586,42.36454772949219,0.3268815577030182
78,159744,319.929,762.5,2,nan,21.53033447265625,-0.00167742557823658,43.06983947753906,0.2907508611679077
79,161792,324.6937499999998,757.5,2,nan,23.81642723083496,-0.0015501752495765686,47.64247131347656,0.3258001208305359
80,163840,328.8787500000002,772.0,2,nan,21.126005172729492,-0.0025881053879857063,42.26300048828125,0.2906576693058014
81,165888,333.8299999999999,757.5,2,nan,24.733362197875977,-0.008281834423542023,49.489871978759766,0.329179972410202
82,167936,337.67875000000004,779.0,2,nan,23.482559204101562,-0.011213220655918121,46.991661071777344,0.20585156977176666
83,169984,310.5129999999999,755.0,2,nan,25.21440887451172,-0.005925340577960014,50.444190979003906,0.1760564148426056
84,172032,332.52849999999995,761.0,2,nan,22.188613891601562,0.003862641751766205,44.37163162231445,0.1064898669719696
85,174080,323.52575000000013,762.0,2,nan,21.541189193725586,-0.0012788400053977966,43.087066650390625,0.10650697350502014
86,176128,334.56675,775.5,2,nan,24.644821166992188,-0.00344935804605484,49.298805236816406,0.11326839029788971
87,178176,345.6084999999999,785.0,2,nan,23.8677978515625,-0.0017791073769330978,47.742286682128906,0.15672285854816437
88,180224,343.53150000000005,781.5,2,nan,26.63873863220215,-0.00223657488822937,53.283973693847656,0.1012120470404625
89,182272,343.03949999999986,775.0,2,nan,25.318950653076172,-0.0045420508831739426,50.649200439453125,0.11069918423891068
90,184320,337.9382499999999,775.5,2,nan,23.352941513061523,-0.007462402805685997,46.723106384277344,0.11483851075172424
91,186368,359.8457500000002,799.5,2,nan,21.522493362426758,-0.00883345678448677,43.066490173339844,0.19177374243736267
92,188416,320.57225000000005,758.0,2,nan,23.341527938842773,-0.00699947215616703,46.699127197265625,0.10361582785844803
93,190464,346.72775,786.0,2,nan,23.671323776245117,-0.0042159296572208405,47.35359191894531,0.12567919492721558
94,192512,326.7692500000003,767.5,2,nan,22.722551345825195,-0.0028690481558442116,45.453086853027344,0.11227348446846008
95,194560,333.4110000000002,775.0,2,nan,23.272682189941406,-0.004384380765259266,46.556007385253906,0.09376253187656403
96,196608,348.377,788.0,2,nan,19.424942016601562,-0.0026211272925138474,38.856632232666016,0.07530108094215393
97,198656,329.8919999999999,775.0,2,nan,22.381553649902344,-0.0020867139101028442,44.76937484741211,0.1046464741230011
98,200704,319.90400000000017,763.0,2,nan,22.462142944335938,-0.0032655224204063416,44.93244171142578,0.08128637075424194
99,202752,337.72100000000023,757.5,2,nan,21.780555725097656,-0.0007993686012923717,43.563941955566406,0.06161969155073166
100,204800,340.4375,779.5,2,330.2355,22.05274200439453,-0.0055380929261446,44.118743896484375,0.10926778614521027
101,206848,331.828,772.5,2,nan,19.55583953857422,-0.0010338108986616135,39.11528015136719,0.076605886220932
102,208896,360.1842499999999,800.0,2,nan,25.913307189941406,0.0009654704481363297,51.82826232910156,0.17895293235778809
103,210944,314.83425,759.0,2,nan,24.974687576293945,-0.009845783933997154,49.97111511230469,0.10239359736442566
104,212992,319.52150000000006,762.5,2,nan,22.787124633789062,0.00012284796684980392,45.57542419433594,0.0709749311208725
105,215040,339.1575,779.5,2,nan,23.524110794067383,-0.0030801668763160706,47.05614471435547,0.08817487955093384
106,217088,343.4584999999999,781.0,2,nan,23.327220916748047,-0.0025842799805104733,46.66182327270508,0.11069032549858093
107,219136,356.07449999999983,796.0,2,nan,29.994247436523438,-0.0035856403410434723,59.997650146484375,0.09913299977779388
108,221184,341.43275000000006,782.0,2,nan,23.282331466674805,-0.007058214396238327,46.580963134765625,0.10918478667736053
109,223232,350.52925,790.0,2,nan,25.78044891357422,-0.004075787961483002,51.57152557373047,0.12388716638088226
110,225280,332.84875,761.5,2,nan,26.678346633911133,-0.002144278958439827,53.36249542236328,0.07560999691486359
111,227328,337.11024999999984,777.5,2,nan,20.727012634277344,-0.007376760244369507,41.47126770019531,0.12447698414325714
112,229376,338.9965000000001,780.5,2,nan,24.323135375976562,0.0009840317070484161,48.645469665527344,0.058418888598680496
113,231424,359.3855,795.5,2,nan,24.946014404296875,-0.0019347034394741058,49.897865295410156,0.09831628948450089
114,233472,357.47775,784.0,2,nan,23.085121154785156,-0.0011900737881660461,46.17424774169922,0.08122337609529495
115,235520,328.52925000000005,773.0,2,nan,22.19622230529785,-0.00047492608428001404,44.39424133300781,0.04235069453716278
116,237568,350.8475000000002,789.5,2,nan,21.11280632019043,-0.004507753066718578,42.23674011230469,0.10560163110494614
117,239616,333.90150000000006,767.5,2,nan,23.51698875427246,-0.00028572604060173035,47.03578186035156,0.06163869798183441
118,241664,334.49149999999986,776.5,2,nan,20.270709991455078,0.00024423748254776,40.54166793823242,0.036874063313007355
119,243712,315.0732499999999,759.0,2,nan,21.64870262145996,-0.0014253519475460052,43.30097579956055,0.03600369393825531
120,245760,337.067,777.0,2,nan,22.304935455322266,-0.006587863899767399,44.62468719482422,0.08204725384712219
121,247808,340.2952499999999,780.0,2,nan,25.61650276184082,-0.004293628036975861,51.24315643310547,0.07814107835292816
122,249856,323.46725,765.5,2,nan,21.23558235168457,-0.005544254556298256,42.483314514160156,0.053153086453676224
123,251904,348.89525000000026,789.5,2,nan,25.06466293334961,-0.004508525133132935,50.13964080810547,0.0649484246969223
124,253952,333.77400000000017,772.0,2,nan,23.576568603515625,-0.0009944131597876549,47.156131744384766,0.05031728744506836
125,256000,344.9992500000003,787.0,2,339.33799999999997,21.209657669067383,-0.0003304295241832733,42.421356201171875,0.06893611699342728
126,258048,356.5802500000002,798.5,2,nan,25.654930114746094,-0.0013964679092168808,51.3138427734375,0.05952204763889313
127,260096,321.32849999999996,763.0,2,nan,25.307924270629883,-0.0030531873926520348,50.62255096435547,0.029763733968138695
128,262144,343.57575,783.5,2,nan,24.569141387939453,-0.0008773542940616608,49.14139938354492,0.06814047694206238
129,264192,329.73024999999984,771.0,2,nan,23.979366302490234,-0.0023092441260814667,47.96408462524414,0.03669698163866997
130,266240,341.3410000000001,784.0,2,nan,22.423999786376953,-0.0022479239851236343,44.85370635986328,0.060523491352796555
131,268288,349.1795000000002,791.5,2,nan,21.97500228881836,-0.0012241890653967857,43.95335388183594,0.045016221702098846
132,270336,334.1235000000001,775.5,2,nan,24.10577392578125,-0.0025748293846845627,48.21759033203125,0.04467717558145523
133,272384,353.56924999999984,793.5,2,nan,24.68337059020996,-0.0013332311064004898,49.37010955810547,0.03509637340903282
134,274432,335.4117500000002,777.5,2,nan,22.514545440673828,-0.0024760793894529343,45.0346794128418,0.031776003539562225
135,276480,329.58399999999995,769.5,2,nan,23.334379196166992,-0.0032567381858825684,46.67613220214844,0.04302261769771576
136,278528,361.0897500000001,800.0,2,nan,26.43767738342285,-0.0018297210335731506,52.87994384765625,0.0464496910572052
137,280576,356.8857499999999,800.5,2,nan,24.79604721069336,-0.0002955123782157898,49.59331130981445,0.031237062066793442
138,282624,326.13249999999994,766.5,2,nan,25.404251098632812,-0.002480441704392433,50.81406784057617,0.03032636269927025
139,284672,353.0195000000001,790.0,2,nan,26.143123626708984,-0.0011678216978907585,52.29046630859375,0.09420448541641235
140,286720,335.2677500000001,778.0,2,nan,23.921875,-0.0014478154480457306,47.84735107421875,0.03526868671178818
141,288768,345.5587499999999,780.5,2,nan,24.724842071533203,-0.00024752039462327957,49.450927734375,0.037401486188173294
142,290816,346.7855000000002,788.0,2,nan,21.334491729736328,0.00021502934396266937,42.669185638427734,0.031629860401153564
143,292864,352.72025000000014,784.5,2,nan,24.444644927978516,-0.0003310050815343857,48.89080810546875,0.042856134474277496
144,294912,314.3277499999998,757.5,2,nan,20.765544891357422,-0.0012202020734548569,41.534461975097656,0.04652848839759827
145,296960,361.50050000000016,801.5,2,nan,28.058324813842773,-0.0015445011667907238,56.12067794799805,0.04698048159480095
146,299008,342.1882499999999,768.5,2,nan,23.798015594482422,-0.0009188130497932434,47.598567962646484,0.03494234383106232
147,301056,360.3322499999998,799.0,2,nan,22.824047088623047,-0.0005935132503509521,45.650333404541016,0.052534475922584534
148,303104,348.38649999999984,782.5,2,nan,27.181798934936523,-0.0018235072493553162,54.36784744262695,0.030097782611846924
149,305152,319.6764999999999,762.0,2,nan,25.439281463623047,-0.0010795621201395988,50.8814811706543,0.038008783012628555
150,307200,334.455,762.5,2,339.35920000000004,24.775671005249023,-0.001127501018345356,49.554527282714844,0.04648652672767639
151,309248,324.9387499999999,764.5,2,nan,21.174663543701172,-0.0012567853555083275,42.352455139160156,0.03078579716384411
152,311296,316.65549999999996,750.5,2,nan,21.973331451416016,-0.0029236525297164917,43.95307159423828,0.02799801342189312
153,313344,346.37224999999995,789.0,2,nan,22.79777717590332,-0.0023498106747865677,45.6009635925293,0.03548313304781914
154,315392,338.1049999999999,771.5,2,nan,24.689350128173828,-0.0006265267729759216,49.38056945800781,0.030793264508247375
155,317440,338.548,774.5,2,nan,22.37117576599121,-0.0030351728200912476,44.74912643432617,0.03514517471194267
156,319488,339.87975000000006,781.5,2,nan,24.242759704589844,-0.003489157184958458,48.49333190917969,0.0416848324239254
157,321536,328.451,757.5,2,nan,21.927322387695312,-0.0012582466006278992,43.857574462890625,0.0206056609749794
158,323584,342.0910000000001,776.5,2,nan,23.24628448486328,-0.0018062014132738113,46.49684524536133,0.03327879309654236
159,325632,346.722,787.0,2,nan,23.99363136291504,0.0006771059706807137,47.98656463623047,0.03288020193576813
160,327680,340.78324999999984,782.5,2,nan,25.429372787475586,-0.0005583725869655609,50.860939025878906,0.053822778165340424
161,329728,322.13649999999996,753.5,2,nan,23.927663803100586,-0.003186511807143688,47.86244583129883,0.03721178323030472
162,331776,335.7385000000003,778.0,2,nan,22.806072235107422,-0.004143405705690384,45.621185302734375,0.03766268491744995
163,333824,322.2654999999999,763.5,2,nan,23.46611785888672,-0.0007049990817904472,46.93409729003906,0.022636238485574722
164,335872,342.61775,785.0,2,nan,25.410171508789062,-0.0030068065971136093,50.82719421386719,0.04194340854883194
165,337920,347.7142500000001,769.5,2,nan,25.51252555847168,-0.004042312502861023,51.034210205078125,0.0537254624068737
166,339968,336.31699999999995,766.5,2,nan,24.306428909301758,-0.0028485246002674103,48.618873596191406,0.015963729470968246
167,342016,356.71799999999985,792.5,2,nan,25.60498046875,-0.0012861862778663635,51.213008880615234,0.02379661798477173
168,344064,330.2567500000001,773.5,2,nan,22.59819984436035,-0.0029807761311531067,45.203208923339844,0.04234129190444946
169,346112,339.7102500000001,782.0,2,nan,25.616167068481445,0.0013379007577896118,51.230308532714844,0.03247205913066864
170,348160,346.2674999999997,786.5,2,nan,23.307241439819336,-0.0023338012397289276,46.61952590942383,0.01871676743030548
171,350208,349.00649999999996,787.0,2,nan,23.360857009887695,-0.004830466583371162,46.73234558105469,0.04857220873236656
172,352256,361.9837499999998,800.0,2,nan,24.969425201416016,0.0008277371525764465,49.937965393066406,0.03847555071115494
173,354304,336.1484999999999,778.5,2,nan,21.524723052978516,-0.002577468752861023,43.05512619018555,0.026297498494386673
174,356352,329.66425000000004,768.0,2,nan,24.837556838989258,-0.0013497062027454376,49.678192138671875,0.019014941528439522
175,358400,348.03100000000006,787.5,2,342.5404,25.008359909057617,-0.001137872226536274,50.019405364990234,0.020447328686714172
176,360448,333.94050000000004,760.5,2,nan,21.86754608154297,-0.0010909419506788254,43.737571716308594,0.01494925282895565
177,362496,327.2504999999999,770.0,2,nan,21.750232696533203,-0.003414597362279892,43.50834274291992,0.052477531135082245
178,364544,347.48350000000005,765.0,2,nan,23.882362365722656,-0.0015453770756721497,47.7683219909668,0.02538975141942501
179,366592,320.97249999999997,741.5,2,nan,25.021516799926758,-0.0007359907031059265,50.04472351074219,0.01094235572963953
180,368640,334.74299999999994,758.0,2,nan,23.97432518005371,-0.0036787204444408417,47.95648193359375,0.023697897791862488
181,370688,324.7875000000001,766.0,2,nan,22.04230308532715,-0.0007280129939317703,44.08648681640625,0.02128424122929573
182,372736,361.97050000000013,800.0,2,nan,25.983598709106445,0.005496591329574585,51.95689010620117,0.03437091410160065
183,374784,350.07775000000004,781.5,2,nan,24.158472061157227,0.0007098447531461716,48.3162841796875,0.03799690306186676
184,376832,323.2292500000001,764.0,2,nan,22.510269165039062,-0.0013999175280332565,45.02375030517578,0.020683564245700836
185,378880,331.57475000000005,773.5,2,nan,25.087984085083008,-0.0008421130478382111,50.17818069458008,0.026444286108016968
186,380928,328.3112499999999,759.5,2,nan,25.157548904418945,-0.00010025501251220703,50.315792083740234,0.024754725396633148
187,382976,360.67575,800.0,2,nan,23.08308219909668,-0.004292722791433334,46.17540740966797,0.032912854105234146
188,385024,359.9730000000001,799.5,2,nan,21.3074951171875,-0.0001905057579278946,42.616050720214844,0.03394109755754471
189,387072,344.79549999999983,779.5,2,nan,23.9935245513916,-0.0012969821691513062,47.99011993408203,0.0239162128418684
190,389120,315.1547500000001,757.5,2,nan,21.629314422607422,-0.0014352332800626755,43.26177978515625,0.013930012471973896
191,391168,338.02049999999986,779.5,2,nan,22.57253074645996,3.448501229286194e-05,45.14516067504883,0.008436694741249084
192,393216,338.7950000000001,775.5,2,nan,22.039230346679688,-0.001716802828013897,44.08211898803711,0.01131286472082138
193,395264,331.28200000000004,770.0,2,nan,25.12767791748047,-0.002375047653913498,50.26051330566406,0.020284343510866165
194,397312,334.82574999999986,776.0,2,nan,21.76254653930664,-0.004270147532224655,43.53404235839844,0.020502865314483643
195,399360,323.5202499999999,768.0,2,nan,25.49875259399414,-0.0020691417157649994,51.0020751953125,0.02165117859840393
196,401408,339.54424999999975,779.0,2,nan,20.114177703857422,-0.0025993715971708298,40.23408889770508,0.026717515662312508
197,403456,362.4652500000001,800.0,2,nan,25.715171813964844,0.0002682693302631378,51.430084228515625,0.013870458118617535
198,405504,321.576,760.0,2,nan,21.133058547973633,-0.0013267360627651215,42.26913833618164,0.01831210032105446
199,407552,355.53025,793.5,2,nan,23.62340545654297,-0.0007978808134794235,47.24861145019531,0.01022972259670496
200,409600,353.01675,792.0,2,339.9733,25.066041946411133,-0.0035446248948574066,50.13957214355469,0.01985752210021019
201,411648,356.55775000000006,796.5,2,nan,21.545886993408203,-0.0013371240347623825,43.09457778930664,0.006566999480128288
202,413696,358.01825000000014,798.0,2,nan,25.527828216552734,0.001598898321390152,51.05277633666992,0.01596222259104252
203,415744,323.89075,767.0,2,nan,22.114397048950195,-0.0011121034622192383,44.23113250732422,0.00579963531345129
204,417792,345.60075000000006,780.0,2,nan,23.50284767150879,-0.0014915475621819496,47.00921630859375,0.026836097240447998
205,419840,361.96724999999986,798.0,2,nan,25.25359344482422,-0.00221334770321846,50.511863708496094,0.012426681816577911
206,421888,320.86425000000014,758.5,2,nan,23.2037410736084,-0.003628294914960861,46.41510772705078,0.01838676817715168
207,423936,340.3055000000002,765.0,2,nan,23.13797378540039,0.0010125739499926567,46.274200439453125,0.013815411366522312
208,425984,345.43724999999984,777.5,2,nan,23.18917465209961,-0.0015313541516661644,46.381752014160156,0.016913099214434624
209,428032,346.59349999999995,789.0,2,nan,23.682846069335938,-0.0026001110672950745,47.371368408203125,0.023861411958932877
210,430080,347.40250000000015,788.0,2,nan,26.062732696533203,0.0008269771933555603,52.124229431152344,0.02083827741444111
211,432128,339.70925,782.0,2,nan,23.10216522216797,-0.0028421953320503235,46.21033477783203,0.01600450649857521
212,434176,335.7827500000001,771.0,2,nan,23.341365814208984,-0.002952881157398224,46.689151763916016,0.0257267989218235
213,436224,344.58899999999994,772.0,2,nan,23.158931732177734,-0.0022428035736083984,46.32283020019531,0.024111798033118248
214,438272,344.887,774.0,2,nan,23.492462158203125,-0.002721814438700676,46.990867614746094,0.024928949773311615
215,440320,345.1632500000001,785.5,2,nan,25.499786376953125,-0.0018743383698165417,51.003761291503906,0.022030184045433998
216,442368,360.714,789.0,2,nan,23.088594436645508,-0.0027269795536994934,46.18318176269531,0.02688414976000786
217,444416,330.92225,773.0,2,nan,23.545560836791992,-0.0017319023609161377,47.09503173828125,0.022256020456552505
218,446464,353.99075000000005,778.0,2,nan,24.70122528076172,-0.003346618264913559,49.40955352783203,0.020574690774083138
219,448512,360.02600000000007,800.0,2,nan,26.407283782958984,-0.0019478276371955872,52.818878173828125,0.020724963396787643
220,450560,355.05825,791.5,2,nan,23.089693069458008,0.0015598796308040619,46.17675018310547,0.02409704029560089
221,452608,347.9092499999999,790.0,2,nan,22.74917221069336,-0.002507265657186508,45.503849029541016,0.02443874441087246
222,454656,346.2992499999999,782.5,2,nan,24.29599952697754,-0.0009898459538817406,48.594295501708984,0.015882637351751328
223,456704,351.47625000000016,785.0,2,nan,23.44215202331543,-0.0023890724405646324,46.88945770263672,0.018821217119693756
224,458752,322.83074999999997,759.5,2,nan,26.74295997619629,-0.0009881556034088135,53.488433837890625,0.026817383244633675
225,460800,357.93825000000004,787.5,2,330.8517,23.931781768798828,-0.0029384195804595947,47.869834899902344,0.01974939927458763
226,462848,323.2177500000003,764.0,2,nan,22.58564567565918,-0.00231846421957016,45.17625427246094,0.01623145118355751
227,464896,332.36699999999985,770.0,2,nan,25.55116081237793,-0.0010603517293930054,51.104957580566406,0.025812409818172455
228,466944,320.3185,762.0,2,nan,22.660003662109375,-0.004220984876155853,45.32884216308594,0.019627004861831665
229,468992,352.24275,790.5,2,nan,26.106979370117188,-0.0005661025643348694,52.21529769897461,0.01026098057627678
230,471040,337.2775,777.5,2,nan,22.85691261291504,-0.0002242857590317726,45.71470260620117,0.02145211026072502
231,473088,348.9359999999999,788.0,2,nan,24.30683708190918,9.915418922901154e-05,48.613929748535156,0.022656144574284554
232,475136,335.86074999999994,766.5,2,nan,24.404272079467773,-0.0013317987322807312,48.81165313720703,0.02217673510313034
233,477184,342.70050000000003,767.0,2,nan,24.904850006103516,-0.0025626011192798615,49.81525421142578,0.021533889696002007
234,479232,340.7905000000002,778.0,2,nan,25.514543533325195,-0.0009324252605438232,51.03143310546875,0.024121221154928207
235,481280,360.3967499999999,792.0,2,nan,21.98177719116211,0.00044610537588596344,43.96332550048828,0.033175960183143616
236,483328,337.0897500000001,778.0,2,nan,22.76569175720215,-0.0005853902548551559,45.532958984375,0.0202900730073452
237,485376,338.01199999999994,774.0,2,nan,24.871280670166016,-0.002615954726934433,49.748252868652344,0.022996913641691208
238,487424,319.50874999999996,760.0,2,nan,21.994491577148438,-0.0008448455482721329,43.99100112915039,0.016476884484291077
239,489472,317.303,762.0,2,nan,19.227157592773438,-0.0002777557820081711,38.455047607421875,0.008838783949613571
240,491520,360.1172499999999,788.5,2,nan,24.626018524169922,-0.0008587948977947235,49.25416564941406,0.020540013909339905
241,493568,323.18399999999997,763.5,2,nan,22.6218318939209,-0.0031843483448028564,45.25040817260742,0.01885002851486206
242,495616,324.067,766.5,2,nan,22.333736419677734,-0.003384612500667572,44.675071716308594,0.041400447487831116
